ERP,SalesID,Date,Key_Accounts,CustomerName,Country,ItemNumber,LifeCycle,Pillar,SubPillar,InvoiceAmount,InvoiceQuantity,Sales price
Bestar,1662624,2025-01-13,Amazon,AMAZON CANADA  (VENDOR),CAN,110402-1117,Active,BBF,Desking,165.0464568,1,165.0464568
Bestar,1688658,2025-06-02,Amazon,AMAZON CANADA  (VENDOR),CAN,110402-1117,Active,BBF,Desking,173.0120657,1,173.0120657
Bestar,1685446,2025-05-08,Amazon,AMAZON CANADA  (VENDOR),CAN,110522-000032,Active,BBF,Hutches,183.9057971,1,183.9057971
Bestar,1685021,2025-05-05,Amazon,AMAZON CANADA  (VENDOR),CAN,110523-1118,End of life,BBF,Hutches,271.6231884,1,271.6231884
Bestar,1673238,2025-02-26,Amazon,AMAZON CANADA  (VENDOR),CAN,110611-1132,Active,BBF,Desking,119.2088407,1,119.2088407
Bestar,1673239,2025-02-26,Amazon,AMAZON CANADA  (VENDOR),CAN,110611-1132,Active,BBF,Desking,119.2088407,1,119.2088407
Bestar,1673240,2025-02-26,Amazon,AMAZON CANADA  (VENDOR),CAN,110611-1132,Active,BBF,Desking,119.2088407,1,119.2088407
Bestar,1673241,2025-02-26,Amazon,AMAZON CANADA  (VENDOR),CAN,110611-1132,Active,BBF,Desking,119.2088407,1,119.2088407
Bestar,1673242,2025-02-26,Amazon,AMAZON CANADA  (VENDOR),CAN,110611-1132,Active,BBF,Desking,119.2088407,1,119.2088407
Bestar,1685445,2025-05-08,Amazon,AMAZON CANADA  (VENDOR),CAN,110611-1132,Active,BBF,Desking,122.7246377,1,122.7246377
Bestar,1698303,2025-08-21,Amazon,AMAZON CANADA  (VENDOR),CAN,110611-1132,Active,BBF,Desking,122.6713023,1,122.6713023
Bestar,1699661,2025-09-02,Amazon,AMAZON CANADA  (VENDOR),CAN,110611-1132,Active,BBF,Desking,123.2426139,1,123.2426139
Bestar,1703953,2025-09-29,Amazon,AMAZON CANADA  (VENDOR),CAN,110611-1132,Active,BBF,Desking,121.4833943,1,121.4833943
Bestar,1712124,2025-11-27,Amazon,AMAZON CANADA  (VENDOR),CAN,110620-1132,Active,BBF,Filing & Storage,130.212766,1,130.212766
Bestar,1704083,2025-09-30,Amazon,AMAZON CANADA  (VENDOR),CAN,110885-17,Active,BBF,Desking,344.0284054,1,344.0284054
Bestar,1712814,2025-12-01,Amazon,AMAZON CANADA  (VENDOR),CAN,110890-32,End of life,BBF,Desking,774.9695973,1,774.9695973
Bestar,1667001,2025-01-28,Amazon,AMAZON CANADA  (VENDOR),CAN,110891-32,Active,BBF,Desking,382.4497768,1,382.4497768
Bestar,1700455,2025-09-08,Amazon,AMAZON CANADA  (VENDOR),CAN,115420-000047,Obsolete,BBF,Desking,345.1659556,1,345.1659556
Bestar,1695779,2025-07-29,Amazon,AMAZON CANADA  (VENDOR),CAN,115420-000052,End of life,BBF,Desking,348.3143608,1,348.3143608
Bestar,1699851,2025-09-02,Amazon,AMAZON CANADA  (VENDOR),CAN,116162-000047,End of life,Bestar,Closet,188.2185999,1,188.2185999
Bestar,1694042,2025-07-14,Amazon,AMAZON CANADA  (VENDOR),CAN,116164-000017,Active,Bestar,Closet,382.1543408,1,382.1543408
Bestar,1702408,2025-09-17,Amazon,AMAZON CANADA  (VENDOR),CAN,116164-000017,Active,Bestar,Closet,377.6285384,1,377.6285384
Bestar,1694044,2025-07-14,Amazon,AMAZON CANADA  (VENDOR),CAN,116166-000017,Active,Bestar,Living,511.0347852,1,511.0347852
Bestar,1699862,2025-09-02,Amazon,AMAZON CANADA  (VENDOR),CAN,116166-000047,Active,Bestar,Living,508.8778926,1,508.8778926
Bestar,1694043,2025-07-14,Amazon,AMAZON CANADA  (VENDOR),CAN,116184-000017,Active,Bestar,Wall & Cabinet Beds,1089.359836,1,1089.359836
Bestar,1697958,2025-08-18,Amazon,AMAZON CANADA  (VENDOR),CAN,116876-000047,Active,Bestar,Wall & Cabinet Beds,2006.59858,1,2006.59858
Bestar,1709441,2025-11-10,Amazon,AMAZON CANADA  (VENDOR),CAN,116899-000017,End of life,Bestar,Wall & Cabinet Beds,1748.908483,1,1748.908483
Bestar,1662595,2025-01-13,Amazon,AMAZON CANADA  (VENDOR),CAN,120160-1117,End of life,BBF,Filing & Storage,134.8911385,1,134.8911385
Bestar,1706942,2025-10-20,Amazon,AMAZON CANADA  (VENDOR),CAN,120400-000017,Active,BBF,Desking,179.7007481,1,179.7007481
Bestar,1711186,2025-11-20,Amazon,AMAZON CANADA  (VENDOR),CAN,120400-000017,Active,BBF,Desking,179.828877,1,179.828877
Bestar,1711187,2025-11-20,Amazon,AMAZON CANADA  (VENDOR),CAN,120400-000017,Active,BBF,Desking,179.828877,1,179.828877
Bestar,1704084,2025-09-30,Amazon,AMAZON CANADA  (VENDOR),CAN,120612-1117,Replaced/End of Life,BBF,Filing & Storage,197.0016498,1,197.0016498
Bestar,1662209,2025-01-09,Amazon,AMAZON CANADA  (VENDOR),CAN,120861-17,Active,BBF,Desking,480.986013,1,480.986013
Bestar,1668776,2025-02-04,Amazon,AMAZON CANADA  (VENDOR),CAN,120861-17,Active,BBF,Desking,479.5912731,1,479.5912731
Bestar,1685212,2025-05-06,Amazon,AMAZON CANADA  (VENDOR),CAN,120861-17,Active,BBF,Desking,503.3623188,1,503.3623188
Bestar,1687272,2025-05-21,Amazon,AMAZON CANADA  (VENDOR),CAN,120861-47,Active,BBF,Desking,496.9168038,1,496.9168038
Bestar,1689609,2025-06-05,Amazon,AMAZON CANADA  (VENDOR),CAN,120861-47,Active,BBF,Desking,504.8989679,1,504.8989679
Bestar,1708276,2025-10-29,Amazon,AMAZON CANADA  (VENDOR),CAN,120861-47,Active,BBF,Desking,495.6757528,1,495.6757528
Bestar,1685659,2025-05-08,Amazon,AMAZON CANADA  (VENDOR),CAN,120863-17,Active,BBF,Desking,416.2391304,1,416.2391304
Bestar,1685769,2025-05-12,Amazon,AMAZON CANADA  (VENDOR),CAN,120863-17,Active,BBF,Desking,412.4434552,1,412.4434552
Bestar,1703144,2025-09-23,Amazon,AMAZON CANADA  (VENDOR),CAN,120863-47,Active,BBF,Desking,416.6013925,1,416.6013925
Bestar,1703145,2025-09-23,Amazon,AMAZON CANADA  (VENDOR),CAN,120863-47,Active,BBF,Desking,416.6013925,1,416.6013925
Bestar,1671362,2025-02-17,Amazon,AMAZON CANADA  (VENDOR),CAN,120880-47,PreObsolete,BBF,Desking,612.9535508,1,612.9535508
Bestar,1697614,2025-08-14,Amazon,AMAZON CANADA  (VENDOR),CAN,120883-47,End of life,BBF,Desking,394.0513417,1,394.0513417
Bestar,1706447,2025-10-21,Amazon,AMAZON CANADA  (VENDOR),CAN,120883-47,End of life,BBF,Desking,386.077663,1,386.077663
Bestar,1663752,2025-01-16,Amazon,AMAZON CANADA  (VENDOR),CAN,120885-47,Active,BBF,Desking,347.8990431,1,347.8990431
Bestar,1666992,2025-01-28,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000071,Active,Bestar,Wall & Cabinet Beds,534.6470424,1,534.6470424
Bestar,1668692,2025-02-04,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000071,Active,Bestar,Wall & Cabinet Beds,529.1839271,1,529.1839271
Bestar,1675874,2025-03-12,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000071,Active,Bestar,Wall & Cabinet Beds,533.3449308,1,533.3449308
Bestar,1676711,2025-03-18,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000071,Active,Bestar,Wall & Cabinet Beds,532.7147623,1,532.7147623
Bestar,1688885,2025-06-02,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000071,Active,Bestar,Wall & Cabinet Beds,557.1085914,1,557.1085914
Bestar,1689894,2025-06-09,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000071,Active,Bestar,Wall & Cabinet Beds,559.8758218,1,559.8758218
Bestar,1690847,2025-06-16,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000071,Active,Bestar,Wall & Cabinet Beds,563.6637741,1,563.6637741
Bestar,1699897,2025-09-02,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000071,Active,Bestar,Wall & Cabinet Beds,557.7572406,1,557.7572406
Bestar,1700148,2025-09-02,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000071,Active,Bestar,Wall & Cabinet Beds,557.7572406,1,557.7572406
Bestar,1664316,2025-01-17,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000104,Active,Bestar,Wall & Cabinet Beds,530.9802563,1,530.9802563
Bestar,1681682,2025-04-11,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000104,Active,Bestar,Wall & Cabinet Beds,551.8142549,1,551.8142549
Bestar,1682557,2025-04-17,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000104,Active,Bestar,Wall & Cabinet Beds,553.1283828,1,553.1283828
Bestar,1683466,2025-04-24,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000104,Active,Bestar,Wall & Cabinet Beds,553.1283828,1,553.1283828
Bestar,1686709,2025-05-21,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000104,Active,Bestar,Wall & Cabinet Beds,548.301023,1,548.301023
Bestar,1694852,2025-07-21,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000104,Active,Bestar,Wall & Cabinet Beds,558.6516035,1,558.6516035
Bestar,1694854,2025-07-21,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000104,Active,Bestar,Wall & Cabinet Beds,558.6516035,1,558.6516035
Bestar,1705457,2025-10-09,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000104,Active,Bestar,Wall & Cabinet Beds,549.3227263,1,549.3227263
Bestar,1706749,2025-10-20,Amazon,AMAZON CANADA  (VENDOR),CAN,122183-000104,Active,Bestar,Wall & Cabinet Beds,546.1132882,1,546.1132882
Bestar,1671685,2025-02-17,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,597.1339828,1,597.1339828
Bestar,1676504,2025-03-18,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,587.9204893,1,587.9204893
Bestar,1693934,2025-07-14,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,618.1672026,1,618.1672026
Bestar,1702691,2025-09-22,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,613.5044967,1,613.5044967
Bestar,1703683,2025-09-29,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,606.7713937,1,606.7713937
Bestar,1704000,2025-09-29,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,606.7713937,1,606.7713937
Bestar,1706848,2025-10-20,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,602.7075169,1,602.7075169
Bestar,1707039,2025-10-20,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,602.7075169,1,602.7075169
Bestar,1707484,2025-10-22,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,602.7075169,1,602.7075169
Bestar,1707501,2025-10-23,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,602.7075169,1,602.7075169
Bestar,1709054,2025-11-04,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,603.4384363,1,603.4384363
Bestar,1712938,2025-12-01,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,605.1219687,1,605.1219687
Bestar,1714066,2025-12-08,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,610.3174603,1,610.3174603
Bestar,1714067,2025-12-08,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,610.3174603,1,610.3174603
Bestar,1714573,2025-12-08,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,610.3174603,1,610.3174603
Bestar,1714746,2025-12-09,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000071,Active,Bestar,Wall & Cabinet Beds,610.3174603,1,610.3174603
Bestar,1663191,2025-01-13,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,586.5344612,1,586.5344612
Bestar,1669740,2025-02-07,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,591.6212058,1,591.6212058
Bestar,1674603,2025-03-05,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,585.8844715,1,585.8844715
Bestar,1675449,2025-03-10,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,588.6159627,1,588.6159627
Bestar,1676150,2025-03-13,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,588.6159627,1,588.6159627
Bestar,1678218,2025-03-25,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,589.5595205,1,589.5595205
Bestar,1685663,2025-05-08,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,612.9710145,1,612.9710145
Bestar,1685934,2025-05-12,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,607.3813456,1,607.3813456
Bestar,1686984,2025-05-21,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,605.1219687,1,605.1219687
Bestar,1689713,2025-06-09,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,617.8962747,1,617.8962747
Bestar,1698980,2025-08-26,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,610.5817814,1,610.5817814
Bestar,1699130,2025-08-26,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,610.5817814,1,610.5817814
Bestar,1699377,2025-08-28,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,610.5817814,1,610.5817814
Bestar,1700500,2025-09-08,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,611.6855883,1,611.6855883
Bestar,1700688,2025-09-09,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,611.6855883,1,611.6855883
Bestar,1701085,2025-09-09,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,611.6855883,1,611.6855883
Bestar,1704251,2025-10-01,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,606.7713937,1,606.7713937
Bestar,1704565,2025-10-02,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,606.7713937,1,606.7713937
Bestar,1706287,2025-10-15,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,604.2142857,1,604.2142857
Bestar,1707679,2025-10-27,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,603.610675,1,603.610675
Bestar,1709153,2025-11-05,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,603.4384363,1,603.4384363
Bestar,1711506,2025-11-25,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,599.929078,1,599.929078
Bestar,1712099,2025-11-25,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,599.929078,1,599.929078
Bestar,1713402,2025-12-01,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,605.1219687,1,605.1219687
Bestar,1713594,2025-12-02,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,605.1219687,1,605.1219687
Bestar,1715176,2025-12-15,Amazon,AMAZON CANADA  (VENDOR),CAN,122184-000104,Active,Bestar,Wall & Cabinet Beds,614.3510785,1,614.3510785
Bestar,1666468,2025-01-27,Amazon,AMAZON CANADA  (VENDOR),CAN,122880-000071,Active,Bestar,Wall & Cabinet Beds,753.2435826,1,753.2435826
Bestar,1673714,2025-02-28,Amazon,AMAZON CANADA  (VENDOR),CAN,122880-000071,Active,Bestar,Wall & Cabinet Beds,747.9221499,1,747.9221499
Bestar,1679758,2025-04-02,Amazon,AMAZON CANADA  (VENDOR),CAN,122880-000071,Active,Bestar,Wall & Cabinet Beds,754.7703921,1,754.7703921
Bestar,1708595,2025-11-03,Amazon,AMAZON CANADA  (VENDOR),CAN,122880-000071,Active,Bestar,Wall & Cabinet Beds,770.331003,1,770.331003
Bestar,1710333,2025-11-17,Amazon,AMAZON CANADA  (VENDOR),CAN,122880-000071,Active,Bestar,Wall & Cabinet Beds,769.9465241,1,769.9465241
Bestar,1703807,2025-09-29,Amazon,AMAZON CANADA  (VENDOR),CAN,122880-000104,Active,Bestar,Wall & Cabinet Beds,774.5857543,1,774.5857543
Bestar,1677561,2025-03-21,Amazon,AMAZON CANADA  (VENDOR),CAN,122891-000104,Active,Bestar,Wall & Cabinet Beds,860.3150265,1,860.3150265
Bestar,1675380,2025-03-10,Amazon,AMAZON CANADA  (VENDOR),CAN,160400-1147,Active,BBF,Desking,139.7884629,1,139.7884629
Bestar,1682671,2025-04-22,Amazon,AMAZON CANADA  (VENDOR),CAN,160400-1147,Active,BBF,Desking,144.9736595,1,144.9736595
Bestar,1683792,2025-04-28,Amazon,AMAZON CANADA  (VENDOR),CAN,160400-1147,Active,BBF,Desking,144.9109139,1,144.9109139
Bestar,1687743,2025-05-26,Amazon,AMAZON CANADA  (VENDOR),CAN,160400-1147,Active,BBF,Desking,146.0380925,1,146.0380925
Bestar,1692230,2025-07-03,Amazon,AMAZON CANADA  (VENDOR),CAN,160400-1147,Active,BBF,Desking,146.8923662,1,146.8923662
Bestar,1710041,2025-11-12,Amazon,AMAZON CANADA  (VENDOR),CAN,160400-1147,Active,BBF,Desking,142.850032,1,142.850032
Bestar,1663472,2025-01-14,Amazon,AMAZON CANADA  (VENDOR),CAN,160630-1117,Active,BBF,Filing & Storage,179.8571627,1,179.8571627
Bestar,1683460,2025-04-24,Amazon,AMAZON CANADA  (VENDOR),CAN,160630-1117,Active,BBF,Filing & Storage,187.1905896,1,187.1905896
Bestar,1704672,2025-10-06,Amazon,AMAZON CANADA  (VENDOR),CAN,160630-1117,Active,BBF,Filing & Storage,185.9026733,1,185.9026733
Bestar,1682322,2025-04-17,Amazon,AMAZON CANADA  (VENDOR),CAN,160630-1147,Active,BBF,Filing & Storage,187.1905896,1,187.1905896
Bestar,1685618,2025-05-08,Amazon,AMAZON CANADA  (VENDOR),CAN,160630-1147,Active,BBF,Filing & Storage,187.9637681,1,187.9637681
Bestar,1685935,2025-05-12,Amazon,AMAZON CANADA  (VENDOR),CAN,160630-1147,Active,BBF,Filing & Storage,186.2497307,1,186.2497307
Bestar,1689334,2025-06-05,Amazon,AMAZON CANADA  (VENDOR),CAN,160630-1147,Active,BBF,Filing & Storage,188.5375781,1,188.5375781
Bestar,1698153,2025-08-21,Amazon,AMAZON CANADA  (VENDOR),CAN,160630-1147,Active,BBF,Filing & Storage,187.8820803,1,187.8820803
Bestar,1674403,2025-03-04,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-47,Active,BBF,Desking,311.7537055,1,311.7537055
Bestar,1677955,2025-03-24,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-47,Active,BBF,Desking,313.7092278,1,313.7092278
Bestar,1681266,2025-04-10,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-47,Active,BBF,Desking,316.6221159,1,316.6221159
Bestar,1682746,2025-04-22,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-47,Active,BBF,Desking,324.8249982,1,324.8249982
Bestar,1683294,2025-04-22,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-47,Active,BBF,Desking,324.8249982,1,324.8249982
Bestar,1686283,2025-05-13,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-47,Active,BBF,Desking,323.1923602,1,323.1923602
Bestar,1697911,2025-08-18,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-47,Active,BBF,Desking,326.0249167,1,326.0249167
Bestar,1698094,2025-08-18,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-47,Active,BBF,Desking,326.0249167,1,326.0249167
Bestar,1703874,2025-09-29,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-47,Active,BBF,Desking,322.8678,1,322.8678
Bestar,1698170,2025-08-11,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-4717,Active,BBF,Desking,327.3289215,1,327.3289215
Bestar,1702637,2025-09-22,Amazon,AMAZON CANADA  (VENDOR),CAN,160850-4717,Active,BBF,Desking,326.4505367,1,326.4505367
Bestar,1684660,2025-05-01,Amazon,AMAZON CANADA  (VENDOR),CAN,160851-47,Active,BBF,Desking,533.8094208,1,533.8094208
Bestar,1684661,2025-05-01,Amazon,AMAZON CANADA  (VENDOR),CAN,160851-47,Active,BBF,Desking,533.8094208,1,533.8094208
Bestar,1664467,2025-01-20,Amazon,AMAZON CANADA  (VENDOR),CAN,160860-47,Active,BBF,Desking,424.5722203,1,424.5722203
Bestar,1677429,2025-03-20,Amazon,AMAZON CANADA  (VENDOR),CAN,160860-47,Active,BBF,Desking,425.9591326,1,425.9591326
Bestar,1691945,2025-07-02,Amazon,AMAZON CANADA  (VENDOR),CAN,160860-47,Active,BBF,Desking,448.1354197,1,448.1354197
Bestar,1702818,2025-09-22,Amazon,AMAZON CANADA  (VENDOR),CAN,160860-47,Active,BBF,Desking,444.4952132,1,444.4952132
Bestar,1714025,2025-12-04,Amazon,AMAZON CANADA  (VENDOR),CAN,160860-4717,Active,BBF,Desking,438.4219186,1,438.4219186
Bestar,1688718,2025-06-02,Amazon,AMAZON CANADA  (VENDOR),CAN,160861-47,Active,BBF,Desking,656.1782236,1,656.1782236
Bestar,1713607,2025-12-03,Amazon,AMAZON CANADA  (VENDOR),CAN,160861-47,Active,BBF,Desking,645.8044209,1,645.8044209
Bestar,1669954,2025-02-10,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-17,Active,BBF,Filing & Storage,384.1726116,1,384.1726116
Bestar,1669955,2025-02-10,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-17,Active,BBF,Filing & Storage,384.1726116,1,384.1726116
Bestar,1673371,2025-02-26,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-17,Active,BBF,Filing & Storage,386.6333498,1,386.6333498
Bestar,1694587,2025-07-17,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-17,Active,BBF,Filing & Storage,401.4104063,1,401.4104063
Bestar,1694588,2025-07-17,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-17,Active,BBF,Filing & Storage,401.4104063,1,401.4104063
Bestar,1700901,2025-09-08,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-17,Active,BBF,Filing & Storage,397.201533,1,397.201533
Bestar,1663905,2025-01-16,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-47,Active,BBF,Filing & Storage,380.8695049,1,380.8695049
Bestar,1670422,2025-02-10,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-47,Active,BBF,Filing & Storage,384.1726116,1,384.1726116
Bestar,1681453,2025-04-14,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-47,Active,BBF,Filing & Storage,395.4571634,1,395.4571634
Bestar,1682879,2025-04-22,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-47,Active,BBF,Filing & Storage,396.3989319,1,396.3989319
Bestar,1683676,2025-04-28,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-47,Active,BBF,Filing & Storage,396.2273678,1,396.2273678
Bestar,1688319,2025-05-28,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-47,Active,BBF,Filing & Storage,399.3093923,1,399.3093923
Bestar,1689591,2025-06-09,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-47,Active,BBF,Filing & Storage,401.2344777,1,401.2344777
Bestar,1692180,2025-07-01,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-47,Active,BBF,Filing & Storage,401.6452179,1,401.6452179
Bestar,1698630,2025-08-25,Amazon,AMAZON CANADA  (VENDOR),CAN,160870-47,Active,BBF,Filing & Storage,396.4847697,1,396.4847697
Bestar,1663904,2025-01-16,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000141,End of life,BBF,Filing & Storage,130.820968,1,130.820968
Bestar,1665126,2025-01-16,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000141,End of life,BBF,Filing & Storage,130.820968,1,130.820968
Bestar,1665127,2025-01-16,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000141,End of life,BBF,Filing & Storage,130.820968,1,130.820968
Bestar,1674913,2025-03-10,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000141,End of life,BBF,Filing & Storage,131.2852272,1,131.2852272
Bestar,1678601,2025-03-26,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000141,End of life,BBF,Filing & Storage,131.4956788,1,131.4956788
Bestar,1691591,2025-06-23,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000141,End of life,BBF,Filing & Storage,137.4344406,1,137.4344406
Bestar,1691897,2025-06-26,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000141,End of life,BBF,Filing & Storage,137.4344406,1,137.4344406
Bestar,1701314,2025-09-11,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000141,End of life,BBF,Filing & Storage,136.4306891,1,136.4306891
Bestar,1702633,2025-09-22,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000141,End of life,BBF,Filing & Storage,136.8363795,1,136.8363795
Bestar,1672430,2025-02-20,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000144,End of life,BBF,Filing & Storage,133.1850911,1,133.1850911
Bestar,1709165,2025-11-06,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000144,End of life,BBF,Filing & Storage,134.5912398,1,134.5912398
Bestar,1709166,2025-11-06,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000144,End of life,BBF,Filing & Storage,134.5912398,1,134.5912398
Bestar,1709167,2025-11-06,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000144,End of life,BBF,Filing & Storage,134.5912398,1,134.5912398
Bestar,1709168,2025-11-06,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000144,End of life,BBF,Filing & Storage,134.5912398,1,134.5912398
Bestar,1709170,2025-11-06,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000144,End of life,BBF,Filing & Storage,134.5912398,1,134.5912398
Bestar,1709175,2025-11-06,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000144,End of life,BBF,Filing & Storage,134.5912398,1,134.5912398
Bestar,1713353,2025-12-01,Amazon,AMAZON CANADA  (VENDOR),CAN,165600-000144,End of life,BBF,Filing & Storage,134.9667358,1,134.9667358
